temp,hr,spo2,gsr,label
37.16,71,97,1121,Normal
40.15,135,80,2711,Critical
37.4,89,97,931,Normal
38.85,119,91,2356,High
39.91,125,77,3180,Critical
36.37,90,98,1188,Normal
34.61,100,99,1830,Moderate
35.67,75,97,1650,Moderate
39.35,144,88,2844,Critical
37.49,66,98,1238,Normal
39.39,132,88,2709,Critical
38.82,114,90,2417,High
35.37,61,96,1661,Moderate
34.66,91,98,1702,Moderate
36.49,65,99,976,Normal
36.03,89,96,973,Normal
35.67,76,98,1529,Moderate
39.58,132,83,2986,Critical
36.04,61,96,831,Normal
36.72,97,99,905,Normal
38.9,119,90,2546,High
34.81,86,97,1751,Moderate
36.55,76,99,1249,Normal
39.56,126,77,2931,Critical
38.07,102,90,2519,High
40.35,140,78,2656,Critical
38.74,116,90,2334,High
37.24,74,96,1111,Normal
36.02,81,99,971,Normal
39.12,134,82,2890,Critical
35.36,70,95,1617,Moderate
38.56,101,90,2252,High
34.59,62,99,1777,Moderate
39.35,145,80,3100,Critical
35.71,60,95,1911,Moderate
34.85,93,96,1459,Moderate
35.88,70,97,1482,Moderate
40.28,120,87,3186,Critical
35.53,87,95,1553,Moderate
38.06,100,91,2292,High
38.39,103,90,2188,High
36.01,74,97,1212,Normal
38.81,102,90,2158,High
39.34,122,88,2695,Critical
38.56,109,91,2233,High
35.12,69,95,1837,Moderate
39.4,148,87,2623,Critical
35.84,65,99,1448,Moderate
34.91,66,99,1406,Moderate
39.85,148,75,2975,Critical
39.63,132,76,2608,Critical
39.97,120,84,2624,Critical
36.54,89,95,983,Normal
36.98,95,99,1031,Normal
36.41,89,97,1151,Normal
34.62,87,96,1469,Moderate
36.55,90,95,1291,Normal
35.05,75,97,1769,Moderate
37.19,66,96,950,Normal
36.02,91,99,925,Normal
35.41,69,96,1781,Moderate
39.52,138,78,2870,Critical
36.79,95,97,1273,Normal
38.01,115,92,2169,High
39.37,120,85,2729,Critical
38.16,110,92,2328,High
39.92,120,83,2995,Critical
39.79,139,78,2754,Critical
35.25,82,95,1978,Moderate
38.88,117,91,2183,High
38.62,119,91,2161,High
38.66,117,92,2332,High
37.26,87,95,961,Normal
34.85,91,99,1586,Moderate
40.13,142,80,2992,Critical
36.9,83,97,1229,Normal
38.4,114,92,2299,High
39.05,127,81,3079,Critical
39.6,149,86,3058,Critical
36.32,95,97,1011,Normal
39.94,129,81,2763,Critical
39.33,121,87,2676,Critical
34.73,93,97,1858,Moderate
40.12,127,85,2825,Critical
38.36,111,93,2593,High
39.34,136,75,3057,Critical
39.71,123,88,3041,Critical
35.31,99,95,1969,Moderate
38.25,112,92,2318,High
34.56,82,99,1471,Moderate
34.72,67,99,1564,Moderate
38.38,107,90,2276,High
34.66,64,98,1426,Moderate
36.99,63,99,1007,Normal
39.53,149,76,2953,Critical
38.07,110,91,2284,High
38.42,110,91,2277,High
39.72,134,84,2725,Critical
37.37,91,97,1130,Normal
39.65,135,78,3076,Critical
34.51,89,97,1549,Moderate
38.9,110,93,2531,High
36.94,81,95,1277,Normal
38.7,119,91,2543,High
34.97,79,96,1447,Moderate
39.9,145,86,2608,Critical
38.92,118,90,2441,High
35.42,63,99,1870,Moderate
36.92,60,99,1254,Normal
37.1,79,99,1286,Normal
39.9,125,84,3180,Critical
34.95,99,97,1777,Moderate
38.45,117,93,2373,High
38.63,114,92,2370,High
38.31,102,93,2509,High
39.19,144,86,2983,Critical
39.74,130,77,3005,Critical
38.82,107,92,2198,High
36.2,64,99,847,Normal
38.47,112,91,2508,High
36.84,65,97,821,Normal
39.21,124,85,2659,Critical
34.94,91,95,1467,Moderate
39.13,146,86,3076,Critical
39.95,139,87,2943,Critical
38.23,106,93,2115,High
35.04,78,97,1570,Moderate
37.21,85,95,1187,Normal
39.49,148,80,2621,Critical
40.14,135,87,2715,Critical
38.37,107,91,2420,High
39.03,142,79,3013,Critical
34.84,91,98,1975,Moderate
37.44,66,96,991,Normal
35.79,87,97,1419,Moderate
36.01,78,95,1023,Normal
36.73,62,95,1111,Normal
38.99,115,90,2138,High
40.1,129,80,3101,Critical
39.45,128,79,2876,Critical
38.74,112,92,2290,High
35.79,60,96,1587,Moderate
38.3,101,90,2276,High
36.77,81,97,1008,Normal
36.93,86,95,1054,Normal
39.84,137,86,2728,Critical
38.63,117,92,2316,High
35.78,96,99,1904,Moderate
40.41,125,88,2627,Critical
36.01,96,97,1147,Normal
38.94,110,92,2123,High
39.34,134,76,3083,Critical
35.17,73,99,1695,Moderate
34.79,81,95,1995,Moderate
38.7,115,93,2341,High
34.6,74,95,1612,Moderate
36.29,60,96,891,Normal
35.54,70,96,1430,Moderate
34.84,94,95,1697,Moderate
35.18,99,98,1403,Moderate
35.81,71,95,1684,Moderate
38.58,109,93,2428,High
37.38,80,99,1127,Normal
38.97,118,93,2182,High
38.5,118,90,2121,High
40.32,123,79,2878,Critical
36.76,76,98,890,Normal
38.24,118,93,2411,High
35.49,97,98,1869,Moderate
36.23,81,98,864,Normal
38.24,108,91,2363,High
35.35,74,99,1670,Moderate
34.92,68,97,1928,Moderate
38.62,101,93,2492,High
34.67,91,97,1510,Moderate
38.43,117,90,2566,High
37.21,74,99,1056,Normal
35.36,84,95,1882,Moderate
36.44,76,96,971,Normal
40.33,140,81,2901,Critical
39.03,146,78,3189,Critical
36.54,81,99,1204,Normal
40.23,134,75,3099,Critical
37.07,94,98,975,Normal
38.55,100,90,2357,High
36.52,76,96,905,Normal
36.42,78,97,832,Normal
35.85,77,95,1890,Moderate
39.17,125,80,3177,Critical
36.53,65,96,1279,Normal
38.92,118,93,2391,High
36.96,79,99,1033,Normal
38.25,112,92,2306,High
36.85,75,97,1259,Normal
40.19,144,87,2755,Critical
38.36,101,92,2524,High
38.3,113,93,2253,High
38.15,119,91,2103,High
34.68,86,95,1584,Moderate
36.59,91,95,906,Normal
38.91,114,91,2200,High
39.67,132,80,3174,Critical
36.68,88,98,1281,Normal
40.03,141,85,2794,Critical
38.37,116,93,2288,High
37.03,92,97,860,Normal
34.79,68,96,1663,Moderate
36.56,84,99,927,Normal
39.55,145,79,3096,Critical
36.25,94,98,1213,Normal
38.19,103,91,2575,High
38.32,109,93,2504,High
39.08,131,80,2793,Critical
37.06,99,98,999,Normal
38.97,104,93,2599,High
34.52,86,96,1778,Moderate
38.45,118,92,2108,High
39.44,135,84,3121,Critical
35.08,69,99,1857,Moderate
38.15,107,90,2209,High
39.44,145,86,2712,Critical
38.63,111,92,2370,High
38.34,113,93,2559,High
38.19,110,92,2316,High
38.9,100,93,2396,High
36.44,80,98,1289,Normal
34.89,81,99,1604,Moderate
38.15,107,91,2396,High
39.02,129,78,2990,Critical
38.45,118,90,2554,High
34.9,63,99,1925,Moderate
36.45,71,99,1035,Normal
39.22,130,80,2604,Critical
34.92,61,98,1777,Moderate
37.3,91,96,818,Normal
38.04,112,90,2378,High
39.21,146,76,2993,Critical
35.89,97,99,1791,Moderate
35.74,89,98,1651,Moderate
38.67,103,92,2535,High
37.45,69,97,1279,Normal
39.5,144,87,2961,Critical
38.11,119,92,2444,High
38.35,116,92,2556,High
38.03,118,93,2492,High
35.42,76,96,1830,Moderate
38.23,106,93,2352,High
35.87,69,99,1405,Moderate
38.05,118,90,2425,High
35.33,92,98,1409,Moderate
36.54,83,97,1160,Normal
38.29,113,92,2290,High
35.01,68,96,1921,Moderate
38.44,112,92,2205,High
39.19,133,85,2893,Critical
39.76,142,86,2908,Critical
34.56,71,99,1821,Moderate
34.68,65,97,1643,Moderate
35.87,91,97,1514,Moderate
36.44,67,98,1029,Normal
35.8,79,99,1508,Moderate
39.45,148,79,2785,Critical
39.42,130,77,2764,Critical
38.61,118,90,2222,High
40.35,144,83,3024,Critical
35.33,70,95,1472,Moderate
39.52,139,78,3086,Critical
35.51,64,99,1811,Moderate
36.05,99,96,1032,Normal
37.33,75,99,1067,Normal
39.02,143,76,2962,Critical
38.85,102,92,2569,High
38.52,109,91,2490,High
35.26,94,97,1990,Moderate
38.53,110,92,2584,High
40.48,131,75,2828,Critical
38.87,119,90,2312,High
36.37,64,98,1078,Normal
39.98,121,87,3053,Critical
37.02,70,97,1242,Normal
38.69,110,93,2115,High
39.49,121,79,2827,Critical
35.7,87,98,1540,Moderate
37.26,87,99,1198,Normal
37.27,97,95,1200,Normal
36.71,84,96,1208,Normal
40.28,146,85,3066,Critical
34.61,98,96,1751,Moderate
34.56,89,98,1418,Moderate
35.0,92,95,1830,Moderate
40.49,136,86,2618,Critical
37.26,79,96,946,Normal
38.6,108,93,2551,High
37.38,95,98,889,Normal
40.27,148,76,2853,Critical
40.44,139,87,3144,Critical
38.14,118,91,2271,High
38.66,106,93,2251,High
38.11,104,91,2325,High
38.14,100,90,2500,High
36.24,85,96,1072,Normal
35.84,79,97,1428,Moderate
36.88,68,96,828,Normal
34.85,74,95,1498,Moderate
35.06,72,95,1530,Moderate
34.53,63,96,1559,Moderate
39.07,122,75,2720,Critical
36.32,89,95,1068,Normal
39.79,120,76,3023,Critical
35.1,89,97,1483,Moderate
36.7,63,96,910,Normal
38.1,101,92,2192,High
38.3,103,92,2297,High
38.74,115,91,2229,High
36.07,64,99,877,Normal
38.99,104,91,2287,High
35.26,74,98,1621,Moderate
38.66,114,90,2457,High
35.43,89,98,1786,Moderate
40.23,132,81,3007,Critical
39.67,141,85,3157,Critical
40.29,146,79,2693,Critical
39.91,139,75,3165,Critical
40.05,129,80,3184,Critical
38.48,106,92,2171,High
39.97,136,81,2683,Critical
38.87,104,91,2585,High
35.57,92,99,1553,Moderate
40.04,121,86,3149,Critical
36.95,92,99,947,Normal
36.56,76,95,876,Normal
38.63,103,90,2243,High
34.73,93,98,1513,Moderate
36.95,77,96,1296,Normal
39.54,143,77,3006,Critical
37.37,80,96,1148,Normal
35.03,77,98,1855,Moderate
37.15,78,97,980,Normal
35.08,63,98,1491,Moderate
39.07,133,82,2930,Critical
38.99,118,91,2438,High
38.39,119,91,2297,High
34.6,78,98,1931,Moderate
39.35,127,77,2991,Critical
37.01,79,95,1193,Normal
40.11,144,76,2631,Critical
36.41,62,99,1259,Normal
36.88,78,97,1230,Normal
38.34,102,90,2482,High
39.91,124,76,2933,Critical
36.85,71,96,1285,Normal
39.27,133,76,2821,Critical
34.77,62,96,1658,Moderate
38.92,112,92,2579,High
39.35,132,76,2647,Critical
38.49,107,91,2554,High
38.39,110,91,2535,High
36.97,89,98,1137,Normal
37.05,84,95,1181,Normal
36.38,89,99,1293,Normal
36.52,95,96,1042,Normal
35.15,62,99,1909,Moderate
38.5,103,90,2488,High
36.18,89,97,925,Normal
35.4,72,96,1818,Moderate
38.22,101,90,2428,High
40.14,132,82,2769,Critical
38.7,114,92,2457,High
34.98,61,97,1725,Moderate
39.19,131,83,3013,Critical
40.22,141,75,2658,Critical
36.62,72,96,923,Normal
35.71,74,96,1868,Moderate
38.5,102,90,2409,High
39.5,129,83,2758,Critical
38.47,104,93,2234,High
35.02,86,99,1851,Moderate
37.29,65,96,892,Normal
37.14,77,99,1055,Normal
39.76,125,84,3003,Critical
36.7,79,96,1195,Normal
35.22,60,95,1903,Moderate
39.24,143,79,3025,Critical
40.36,126,85,2628,Critical
35.08,79,96,1830,Moderate
36.66,99,99,1181,Normal
38.69,104,92,2225,High
38.06,114,93,2575,High
39.18,134,76,2872,Critical
34.79,81,95,1445,Moderate
35.85,97,98,1797,Moderate
40.33,149,87,2726,Critical
38.19,115,92,2124,High
34.84,64,99,1620,Moderate
39.7,120,88,2935,Critical
39.62,131,80,2687,Critical
38.73,107,90,2491,High
36.86,71,95,1233,Normal
38.49,117,92,2523,High
40.16,120,87,3110,Critical
36.8,60,96,966,Normal
35.42,71,99,1662,Moderate
38.84,100,93,2376,High
35.09,63,95,1869,Moderate
34.62,73,95,1860,Moderate
36.49,95,96,925,Normal
38.22,106,93,2321,High
39.27,123,79,3106,Critical
36.3,65,98,1160,Normal
36.27,66,97,1246,Normal
39.77,128,87,2945,Critical
36.73,93,95,1002,Normal
34.97,78,98,1505,Moderate
39.54,125,80,3131,Critical
38.64,102,90,2316,High
40.04,127,82,2735,Critical
37.11,98,98,843,Normal
37.1,70,95,1200,Normal
38.49,116,93,2165,High
35.5,84,99,1976,Moderate
38.09,119,92,2137,High
39.77,127,86,2848,Critical
35.13,82,95,1490,Moderate
39.57,127,75,3041,Critical
39.77,143,81,3198,Critical
36.36,75,96,1182,Normal
38.21,108,90,2566,High
35.5,87,99,1870,Moderate
36.18,70,95,1045,Normal
35.39,65,99,1690,Moderate
38.77,106,90,2512,High
36.13,65,97,868,Normal
36.2,71,99,1164,Normal
35.16,79,95,1857,Moderate
35.09,62,98,1584,Moderate
35.6,95,98,1421,Moderate
38.91,105,92,2138,High
38.83,108,90,2439,High
35.87,60,98,1568,Moderate
34.94,73,96,1659,Moderate
40.09,142,76,2647,Critical
38.02,117,93,2356,High
35.6,81,95,1774,Moderate
36.88,95,97,801,Normal
36.48,90,98,1220,Normal
38.46,111,91,2440,High
39.15,142,88,2766,Critical
34.69,76,99,1883,Moderate
37.41,94,95,815,Normal
34.57,62,96,1673,Moderate
36.53,79,96,1029,Normal
36.79,62,96,1171,Normal
36.84,83,99,860,Normal
39.86,141,78,2737,Critical
36.07,73,95,853,Normal
38.23,100,93,2294,High
39.7,129,78,2876,Critical
39.95,124,78,3001,Critical
40.08,137,83,2932,Critical
39.31,125,86,2928,Critical
35.68,78,98,1897,Moderate
37.43,69,95,1283,Normal
36.2,93,99,1035,Normal
39.31,139,84,3006,Critical
38.47,106,91,2224,High
38.74,119,91,2166,High
34.72,90,96,1565,Moderate
36.23,79,98,1083,Normal
36.86,81,96,940,Normal
38.45,118,91,2346,High
37.26,77,96,1216,Normal
36.47,76,99,1097,Normal
38.71,119,92,2233,High
36.43,95,95,1067,Normal
34.72,76,99,1608,Moderate
36.65,98,99,1243,Normal
34.65,84,95,1630,Moderate
38.22,101,92,2283,High
36.68,84,98,910,Normal
35.14,64,96,1876,Moderate
35.54,70,95,1591,Moderate
35.8,82,95,1550,Moderate
39.73,122,80,2615,Critical
38.84,102,90,2560,High
37.46,80,95,838,Normal
36.21,83,98,809,Normal
39.09,126,86,3027,Critical
37.41,76,97,1190,Normal
39.36,141,85,2855,Critical
36.7,92,97,810,Normal
40.05,139,77,2809,Critical
37.4,80,97,1272,Normal
37.08,97,99,1191,Normal
36.5,97,98,1192,Normal
40.19,127,84,2617,Critical
35.41,61,98,1983,Moderate
35.11,65,97,1950,Moderate
37.12,89,95,1159,Normal
38.93,118,91,2145,High
38.53,103,91,2303,High
38.93,118,90,2387,High
35.26,86,99,1679,Moderate
38.23,114,93,2169,High
39.87,136,87,3015,Critical
39.07,129,79,2884,Critical
35.6,97,97,1620,Moderate
35.44,91,99,1572,Moderate
38.41,108,91,2353,High
38.16,104,91,2159,High
35.38,63,95,1502,Moderate
40.36,127,78,2807,Critical
36.46,88,98,824,Normal
38.03,119,90,2187,High
40.1,125,82,3116,Critical
39.46,132,88,3039,Critical
36.97,92,99,1183,Normal
40.29,139,80,2641,Critical
36.65,63,98,997,Normal
36.09,60,97,1259,Normal
38.5,107,90,2145,High
39.78,128,79,2630,Critical
36.92,87,96,1047,Normal
40.45,135,81,2709,Critical
36.82,86,99,1132,Normal
38.02,104,91,2449,High
38.55,113,92,2347,High
39.84,128,86,2723,Critical
39.15,129,76,2819,Critical
37.35,83,96,1223,Normal
37.47,92,99,985,Normal
39.03,145,77,2803,Critical
34.95,80,96,1843,Moderate
34.75,81,95,1943,Moderate
39.86,146,83,2718,Critical
38.81,115,90,2591,High
35.15,79,98,1935,Moderate
40.08,136,78,3018,Critical
34.64,65,97,1703,Moderate
35.56,60,96,1949,Moderate
39.33,146,81,3119,Critical
39.7,122,84,3103,Critical
39.78,148,77,2753,Critical
39.1,123,87,3161,Critical
38.56,112,90,2464,High
38.22,102,91,2585,High
39.47,135,86,3061,Critical
35.78,72,98,1562,Moderate
38.65,111,91,2569,High
40.18,125,79,3161,Critical
36.43,86,96,1226,Normal
40.19,123,81,2666,Critical
36.43,97,97,1156,Normal
37.22,98,97,1042,Normal
39.64,144,87,2968,Critical
36.87,90,98,1190,Normal
35.16,62,96,1656,Moderate
36.65,72,96,983,Normal
38.67,111,91,2267,High
34.61,73,95,1471,Moderate
40.19,123,88,2733,Critical
39.14,130,80,3057,Critical
35.6,99,99,1706,Moderate
38.99,110,92,2115,High
37.24,78,99,1106,Normal
35.14,77,96,1601,Moderate
36.99,91,99,1270,Normal
40.07,123,80,2702,Critical
38.24,111,91,2103,High
39.33,144,80,2824,Critical
38.35,105,90,2534,High
38.72,116,91,2333,High
37.25,77,98,1025,Normal
38.69,111,90,2254,High
39.97,128,77,3131,Critical
35.12,60,98,1613,Moderate
36.7,68,95,1183,Normal
39.84,142,87,2873,Critical
35.01,81,98,1846,Moderate
34.8,90,100,1922,Moderate
38.28,101,90,2230,High
37.13,71,97,817,Normal
38.16,114,91,2273,High
34.89,96,99,1895,Moderate
35.13,89,96,1598,Moderate
38.37,100,91,2349,High
39.39,122,87,2865,Critical
37.1,63,97,1068,Normal
36.81,65,97,1262,Normal
38.88,107,90,2197,High
35.54,67,95,1891,Moderate
34.67,80,95,1815,Moderate
39.91,142,79,2786,Critical
39.49,127,76,3175,Critical
35.56,70,95,1533,Moderate
38.41,115,91,2224,High
37.37,60,96,907,Normal
40.32,143,77,2798,Critical
38.09,104,90,2151,High
34.95,82,96,1541,Moderate
34.66,82,97,1759,Moderate
35.06,96,97,1831,Moderate
39.87,133,86,2806,Critical
38.7,100,93,2116,High
38.51,103,90,2321,High
40.31,135,75,2863,Critical
38.27,103,90,2593,High
39.38,131,82,3113,Critical
40.09,128,84,3198,Critical
36.99,97,97,1006,Normal
39.71,147,77,2962,Critical
38.68,108,90,2304,High
40.45,148,87,2719,Critical
38.2,102,93,2278,High
38.38,103,92,2507,High
34.57,86,98,1713,Moderate
37.5,62,99,880,Normal
34.74,86,97,1700,Moderate
38.46,119,93,2236,High
36.35,79,95,1131,Normal
34.72,84,98,1455,Moderate
38.41,106,92,2459,High
39.75,137,86,3128,Critical
34.85,99,97,1698,Moderate
38.93,111,91,2401,High
38.28,113,92,2191,High
39.18,147,76,3123,Critical
36.83,91,99,1205,Normal
40.49,125,84,3124,Critical
35.86,78,95,1565,Moderate
34.88,63,95,1865,Moderate
38.51,113,90,2380,High
35.46,60,95,1862,Moderate
37.09,66,97,891,Normal
40.44,135,85,2907,Critical
36.6,68,98,1228,Normal
34.97,77,97,1856,Moderate
34.66,93,98,1636,Moderate
34.74,84,95,1980,Moderate
38.15,119,93,2165,High
39.53,139,81,2876,Critical
38.87,118,93,2542,High
39.74,128,83,3040,Critical
38.92,107,91,2163,High
35.58,84,99,1795,Moderate
40.07,132,77,3151,Critical
35.83,85,95,1705,Moderate
37.42,86,96,841,Normal
34.85,63,95,1443,Moderate
39.03,132,78,3034,Critical
38.34,110,90,2127,High
35.71,77,99,1435,Moderate
37.31,62,99,806,Normal
40.12,120,78,2848,Critical
35.16,74,98,1539,Moderate
36.23,94,97,1118,Normal
38.36,116,91,2227,High
39.78,139,87,3025,Critical
36.59,72,99,864,Normal
